month,No,CD4,PD-1,GAL 9 TC,score,F1,AUC
12,1,0.48004654639923233,0.026626655315940554,0.49332679828482706,0.7619047619047619,0.8148148148148148,0.7355769230769231
12,2,0.3721370402801829,0.1106945803697727,0.5171683793500444,0.8095238095238095,0.8,0.8461538461538461
12,3,0.57718181852961,0.020138641523533715,0.4026795399468563,0.7142857142857143,0.8000000000000002,0.65
12,4,0.4023417911410469,0.12491402733361623,0.47274418152533676,0.8571428571428571,0.8571428571428571,0.875
12,5,0.38632746895294395,0.11135363660416114,0.5023188944428949,0.8571428571428571,0.8571428571428571,0.875
12,6,0.5273965799412341,0.12855892355314483,0.344044496505621,0.8095238095238095,0.8750000000000001,0.7142857142857143
12,7,0.4116929937029681,0.11230700175469893,0.47600000454233293,0.5714285714285714,0.5714285714285713,0.5727272727272728
12,8,0.538668516693353,0.06987126068131248,0.39146022262533436,0.8095238095238095,0.8571428571428571,0.7740384615384615
12,9,0.5099028770198648,0.025761343753047374,0.4643357792270878,0.7619047619047619,0.8148148148148148,0.7355769230769231
12,10,0.42853172706669895,0.1001241470749182,0.4713441258583828,0.8571428571428571,0.9032258064516129,0.7857142857142857
12,11,0.43486497197477064,0.1172843898214191,0.4478506382038103,0.8571428571428571,0.88,0.85
12,12,0.4268599507503393,0.0191381948212562,0.5540018544284045,0.7619047619047619,0.7058823529411765,0.7596153846153846
12,13,0.4580961233303172,0.04026714358105408,0.5016367330886288,0.6190476190476191,0.6,0.638888888888889
12,14,0.5101428805302162,0.09442551727535747,0.39543160219442647,0.8095238095238095,0.8333333333333333,0.8181818181818181
12,15,0.37805116262723387,0.11137274839689408,0.510576088975872,0.8095238095238095,0.8181818181818182,0.8136363636363636
12,16,0.4806704153907993,0.028806686588204383,0.4905228980209964,0.8095238095238095,0.7999999999999999,0.8194444444444444
12,17,0.48999123759392343,0.1376412719085179,0.3723674904975587,0.7619047619047619,0.8148148148148148,0.75
12,18,0.4422123355194641,0.027572630997158547,0.5302150334833773,0.8095238095238095,0.8000000000000002,0.8090909090909091
12,19,0.4920245146002046,0.022429042372938825,0.48554644302685657,0.7142857142857143,0.7857142857142857,0.6805555555555556
12,20,0.4451711406795965,0.02519835637977349,0.52963050294063,0.8095238095238095,0.7777777777777777,0.8221153846153845
12,21,0.3883874857886734,0.1088715027686149,0.5027410114427118,0.6666666666666666,0.5882352941176471,0.6527777777777778
12,22,0.4706502114203994,0.11759163720671381,0.4117581513728868,0.7619047619047619,0.8275862068965517,0.7222222222222222
12,23,0.4295602748764134,0.10949603697591317,0.46094368814767334,0.8571428571428571,0.8695652173913044,0.8636363636363636
12,24,0.5497266495766016,0.12198095811145768,0.3282923923119408,0.9047619047619048,0.923076923076923,0.8888888888888888
12,25,0.48560594142123553,0.027302096375623662,0.4870919622031409,0.8095238095238095,0.8181818181818182,0.8136363636363636
12,26,0.36891675402407176,0.12395472948657947,0.5071285164893489,0.9047619047619048,0.8750000000000001,0.9285714285714286
12,27,0.39515041361297876,0.12937112206411114,0.47547846432291,0.8571428571428571,0.8799999999999999,0.8472222222222222
12,28,0.40258628783721967,0.1465811616813161,0.4508325504814642,0.7619047619047619,0.7826086956521738,0.7681818181818181
12,29,0.3928103687069794,0.13620133117321342,0.4709883001198073,0.6666666666666666,0.631578947368421,0.6944444444444444
12,30,0.40826050053134505,0.1372199629160155,0.4545195365526395,0.9047619047619048,0.9090909090909091,0.9090909090909091
12,31,0.4032532958084815,0.12486966608500676,0.47187703810651177,0.8571428571428571,0.8571428571428571,0.875
12,32,0.414034441363033,0.09515821556166452,0.49080734307530255,0.6666666666666666,0.7586206896551724,0.6105769230769231
12,33,0.5160489771044969,0.12481131918792372,0.3591397037075794,0.8095238095238095,0.8571428571428571,0.7740384615384615
