month,No,CD4,PD-1,GAL 9 TC,score,F1,AUC
12,1,0.49581436619770236,0.14562071685114988,0.35856491695114784,0.8666666666666667,0.923076923076923,0.6666666666666667
12,2,0.3544420318126647,0.12233032590785685,0.5232276422794785,0.7333333333333333,0.7999999999999999,0.6944444444444444
12,3,0.4878124146959143,0.1018767836953867,0.41031080160869904,0.6666666666666666,0.7826086956521738,0.5340909090909092
12,4,0.5828546548412366,0.09012068858769261,0.32702465657107077,0.6666666666666666,0.7826086956521738,0.55
12,5,0.4628764263054881,0.10877741003227548,0.4283461636622365,0.8666666666666667,0.923076923076923,0.6666666666666667
12,6,0.4233874874897457,0.16179539087305386,0.41481712163720047,0.8666666666666667,0.9090909090909091,0.8
12,7,0.3748558786731585,0.117916002254571,0.5072281190722705,0.8,0.8421052631578948,0.7777777777777778
12,8,0.41148066445036996,0.12514020388198638,0.4633791316676436,0.8666666666666667,0.9090909090909091,0.8295454545454546
12,9,0.45976625282446487,0.03012822635717848,0.5101055208183567,0.8666666666666667,0.9090909090909091,0.9166666666666667
12,10,0.39568763719471567,0.15913191473802113,0.4451804480672632,0.8666666666666667,0.923076923076923,0.9285714285714286
12,11,0.5304899670874222,0.11862881630847814,0.3508812166040996,0.8666666666666667,0.9285714285714286,0.5
12,12,0.49886127367163613,0.13776380007396738,0.36337492625439655,0.6666666666666666,0.761904761904762,0.6111111111111112
12,13,0.4498444304422452,0.1567248992472067,0.39343067031054824,0.8666666666666667,0.9090909090909091,0.8
12,14,0.4026195684652929,0.1452045742859504,0.4521758572487567,0.6666666666666666,0.7368421052631579,0.6517857142857143
12,15,0.4324244883289263,0.1413362078105579,0.42623930386051584,0.8666666666666667,0.875,0.8660714285714286
12,16,0.49838878935289416,0.03329748673218158,0.46831372391492426,0.8666666666666667,0.888888888888889,0.9
12,17,0.43184395831041644,0.12647634819110481,0.44167969349847885,0.8666666666666667,0.9166666666666666,0.75
12,18,0.430971178302599,0.004037788039893153,0.5649910336575079,0.6,0.6250000000000001,0.6071428571428572
12,19,0.523836814685972,0.01876415220528811,0.45739903310873986,0.9333333333333333,0.962962962962963,0.9642857142857143
12,20,0.454180656716228,0.13081670966143708,0.415002633622335,0.8,0.8695652173913043,0.7045454545454546
12,21,0.4540468826727667,0.17663827978242094,0.3693148375448123,0.9333333333333333,0.9411764705882353,0.9285714285714286
12,22,0.3994492970157696,0.12957631803646327,0.4709743849477671,0.8666666666666667,0.9230769230769231,0.7115384615384616
12,23,0.518139725637907,0.003438813053746069,0.4784214613083469,0.7333333333333333,0.8000000000000002,0.7000000000000001
12,24,0.4958540947914883,0.022188806080387372,0.4819570991281244,0.8666666666666667,0.9,0.85
12,25,0.49137873174131536,0.014687921976445693,0.49393334628223895,0.8666666666666667,0.9090909090909091,0.8295454545454546
12,26,0.40818044543074006,0.1691797969742427,0.4226397575950173,0.9333333333333333,0.9565217391304348,0.9583333333333333
12,27,0.36271199558319356,0.12527419796261252,0.5120138064541939,0.8666666666666667,0.888888888888889,0.8571428571428572
12,28,0.4280303661886906,0.14035186352022475,0.4316177702910847,0.9333333333333333,0.962962962962963,0.9642857142857143
12,29,0.47517249049163884,0.11255313240781846,0.41227437710054277,0.7333333333333333,0.7999999999999999,0.6944444444444444
12,30,0.4257971068284938,0.14368616559280445,0.43051672757870185,0.8666666666666667,0.9090909090909091,0.8
12,31,0.4732013835235997,0.14563878381594733,0.38115983266045306,0.8666666666666667,0.9,0.85
12,32,0.4629607207332822,0.1454803323733375,0.3915589468933803,0.9333333333333333,0.962962962962963,0.75
12,33,0.4654233673670232,0.14813163203107585,0.38644500060190085,0.9333333333333333,0.9565217391304348,0.875
12,34,0.5181362309455942,0.1265127600341921,0.3553510090202137,0.8666666666666667,0.9166666666666666,0.75
12,35,0.4426147753723377,0.12936566960541246,0.42801955502224986,0.8666666666666667,0.9230769230769231,0.7115384615384616
12,36,0.4505536679149021,0.12301744654893844,0.4264288855361595,0.8,0.8695652173913044,0.7
12,37,0.49751870918033747,0.007912004812885643,0.49456928600677685,0.8666666666666667,0.8888888888888888,0.8611111111111112
12,38,0.5531375049889382,0.01727718695079812,0.4295853080602637,0.8,0.8799999999999999,0.625
12,39,0.4544593842175989,0.016970521449886238,0.5285700943325149,0.8,0.8695652173913043,0.7045454545454546
12,40,0.38033721055819675,0.11361188114386703,0.5060509082979363,0.8,0.8695652173913044,0.7
12,41,0.39503967336971646,0.13387856475586724,0.4710817618744163,1.0,1.0,1.0
12,42,0.431494319963034,0.16225611836529052,0.4062495616716755,0.8,0.8421052631578948,0.7777777777777778
12,43,0.518444484391661,0.021918318957304676,0.4596371966510344,0.8,0.8571428571428572,0.7840909090909092
12,44,0.4442514082388512,0.15886315872487838,0.3968854330362704,0.9333333333333333,0.9523809523809523,0.9
12,45,0.4817233034438098,0.1131577744695118,0.40511892208667843,0.8666666666666667,0.9166666666666666,0.75
12,46,0.47259405227605733,0.134692417118881,0.39271353060506164,0.9333333333333333,0.9600000000000001,0.8333333333333334
12,47,0.40824684408839457,0.13854566041903216,0.4532074954925732,0.9333333333333333,0.9565217391304348,0.875
12,48,0.3867755344687555,0.13806816844840514,0.47515629708283946,0.8666666666666667,0.9090909090909091,0.8295454545454546
12,49,0.4194572774434711,0.14192448382824233,0.4386182387282865,1.0,1.0,1.0
12,50,0.37257164204965454,0.1399074329700619,0.48752092498028354,0.9333333333333333,0.9565217391304348,0.875
