month,Features,No,score,F1,AUC
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",61,0.6666666666666666,0.7692307692307692,0.5974025974025974
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",62,0.5555555555555556,0.6923076923076924,0.4583333333333333
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",63,0.6111111111111112,0.631578947368421,0.6666666666666666
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",64,0.5,0.6666666666666666,0.34615384615384615
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",65,0.7222222222222222,0.8148148148148148,0.6230769230769231
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",66,0.5555555555555556,0.6363636363636364,0.5555555555555556
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",67,0.6666666666666666,0.7272727272727272,0.65
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",68,0.5,0.64,0.4107142857142857
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",69,0.6666666666666666,0.8000000000000002,0.46153846153846156
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",70,0.6666666666666666,0.7272727272727274,0.7076923076923077
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",71,0.6666666666666666,0.7500000000000001,0.6461538461538461
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",72,0.5,0.5714285714285714,0.5649350649350648
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",73,0.6111111111111112,0.7586206896551724,0.4230769230769231
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",74,0.7222222222222222,0.7826086956521738,0.6948051948051949
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",75,0.6111111111111112,0.72,0.6111111111111112
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",76,0.5,0.6086956521739131,0.45833333333333337
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",77,0.3333333333333333,0.5,0.3333333333333333
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",78,0.5,0.6086956521739131,0.461038961038961
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",79,0.7777777777777778,0.8461538461538461,0.7083333333333333
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",80,0.7222222222222222,0.7826086956521738,0.7083333333333334
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",81,0.5,0.5714285714285713,0.48750000000000004
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",82,0.5555555555555556,0.6363636363636365,0.5375
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",83,0.7777777777777778,0.8181818181818182,0.7662337662337664
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",84,0.6666666666666666,0.75,0.625
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",85,0.7777777777777778,0.8666666666666666,0.5892857142857143
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",86,0.7222222222222222,0.8,0.6688311688311688
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",87,0.5555555555555556,0.6923076923076923,0.48051948051948057
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",88,0.7777777777777778,0.846153846153846,0.7142857142857143
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",89,0.3333333333333333,0.5,0.3
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",90,0.6111111111111112,0.6956521739130435,0.6111111111111112
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",91,0.7777777777777778,0.8333333333333333,0.75
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",92,0.8333333333333334,0.888888888888889,0.8035714285714285
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",93,0.5,0.5263157894736842,0.5923076923076923
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",94,0.5,0.6086956521739131,0.45833333333333337
36,"['CD4', 'PD-1', 'GAL 9 TIL', 'HLA TIL']",95,0.5555555555555556,0.7142857142857143,0.5
