month,No,CD4,PD-1,GAL 9 TIL,HLA TIL,score,F1,AUC
36,89,0.44575152681032365,0.11933662066369449,0.17132786247503973,0.26358399005094213,0.3333333333333333,0.5,0.3
36,90,0.3251867047618801,0.11386907312504893,0.14288586980891232,0.4180583523041586,0.6111111111111112,0.6956521739130435,0.6111111111111112
36,91,0.36847478750364626,0.13830887221921156,0.2548832260108096,0.2383331142663327,0.7777777777777778,0.8333333333333333,0.75
36,92,0.36048603131173196,0.23245343113792238,0.18122875162835847,0.22583178592198722,0.8333333333333334,0.888888888888889,0.8035714285714285
36,93,0.2985187350901928,0.10349917071982843,0.19792470413696955,0.4000573900530093,0.5,0.5263157894736842,0.5923076923076923
36,94,0.597830371586065,0.010505695549085965,0.18552510747989742,0.20613882538495168,0.5,0.6086956521739131,0.45833333333333337
36,95,0.38832888389401987,0.03665015043460907,0.2286254767461073,0.34639548892526373,0.5555555555555556,0.7142857142857143,0.5
36,96,0.4823210758479321,0.11376148266900189,0.17578647871501135,0.22813096276805453,0.7222222222222222,0.8,0.6666666666666667
36,97,0.43978417595980224,0.13017567965516655,0.09938682762693421,0.33065331675809717,0.7777777777777778,0.8571428571428571,0.6666666666666667
36,98,0.6056933965481347,0.08727173852718313,0.0728000361277936,0.23423482879688867,0.5,0.608695652173913,0.46923076923076923
36,99,0.45786222618095374,0.10319359992343054,0.1678793452178122,0.2710648286778035,0.6111111111111112,0.7199999999999999,0.5416666666666667
36,100,0.45512078949398815,0.1160479815959921,0.1848969928115944,0.2439342360984253,0.6111111111111112,0.6956521739130435,0.6076923076923078
60,1,0.44373333980208735,0.12177209191333921,0.17702121914293228,0.25747334914164133,0.6666666666666666,0.8,0.5
60,2,0.31141106496474236,0.05010417623191285,0.13471104706004736,0.5037737117432974,0.6666666666666666,0.8,0.5
60,3,0.2984927595672719,0.051111312040440386,0.0951003928232807,0.555295535569007,0.6,0.75,0.375
60,4,0.3345001024411727,0.13907790098006065,0.22424437276911596,0.30217762380965074,0.8666666666666667,0.9285714285714286,0.5
60,5,0.3738051917573631,0.07316224203116206,0.14677434323222927,0.4062582229792455,0.6666666666666666,0.8,0.38461538461538464
60,6,0.28364635197399407,0.1062980209098551,0.15848517413150656,0.4515704529846444,0.8666666666666667,0.9285714285714286,0.5
60,7,0.3984073191567425,0.06628876967940499,0.09016776366486684,0.4451361474989858,0.8666666666666667,0.9285714285714286,0.5
60,8,0.3119209817138974,0.008634782592928623,0.14430366274121284,0.5351405729519612,0.8,0.888888888888889,0.5
60,9,0.37804672447957105,0.13139497005050113,0.16283490662595054,0.3277233988439773,0.9333333333333333,0.9655172413793104,0.5
60,10,0.33909595666689046,0.08775596557958198,0.17335646490844583,0.3997916128450817,0.6,0.7500000000000001,0.34615384615384615
60,11,0.3049728668223193,0.10227113721357571,0.22751282322626315,0.36524317273784196,0.8666666666666667,0.9285714285714286,0.5
60,12,0.34950690588292477,0.13193477694884248,0.16285362540882248,0.3557046917594103,0.6666666666666666,0.8,0.5
60,13,0.41963822360481523,0.04231493593882793,0.08969128715797568,0.4483555532983812,0.6666666666666666,0.8,0.5
60,14,0.3863758902574018,0.09959988739617359,0.17466842837791396,0.33935579396851057,0.8,0.888888888888889,0.5
60,15,0.29981041514241946,0.08079111336204735,0.16349578477787607,0.45590268671765716,0.6666666666666666,0.8,0.5
60,16,0.33040785171519677,0.026078155365334435,0.07571013868402728,0.5678038542354416,0.5333333333333333,0.6666666666666666,0.4431818181818182
60,17,0.28926016262676024,0.09385258679096477,0.27780786890349607,0.3390793816787788,0.7333333333333333,0.846153846153846,0.5
60,18,0.2811168552771694,0.04196975599009344,0.11362970658200167,0.5632836821507355,0.6,0.7499999999999999,0.5
60,19,0.37112807435493905,0.10509113485198818,0.22486104785659994,0.2989197429364729,0.8,0.888888888888889,0.5
60,20,0.316800860461329,0.04455068550335696,0.24403521683504714,0.394613237200267,0.7333333333333333,0.846153846153846,0.5
60,21,0.34178347834065215,0.09867727370014148,0.19572804057435808,0.3638112073848483,0.8,0.888888888888889,0.5
60,22,0.3945170222058615,0.07548199726486222,0.24310120895662898,0.2868997715726474,0.8666666666666667,0.9285714285714286,0.5
60,23,0.4744190330583371,0.1080886927810128,0.18619626233649603,0.23129601182415416,0.5333333333333333,0.6956521739130436,0.5
60,24,0.5238327730521053,0.0132533687403661,0.1492137582500365,0.3137000999574922,0.8,0.888888888888889,0.5
60,25,0.284428845418776,0.057469330892544794,0.14839575614608203,0.5097060675425973,0.8666666666666667,0.9285714285714286,0.5
60,26,0.2910751763482282,0.07890405800310421,0.17877360262031114,0.4512471630283564,0.7333333333333333,0.8461538461538461,0.4230769230769231
60,27,0.4338947780518568,0.09243685008357545,0.13216171772236723,0.3415066541422005,0.7333333333333333,0.846153846153846,0.5
60,28,0.43650467495134576,0.07024958046008391,0.2814181128855966,0.2118276317029737,0.8,0.888888888888889,0.5
60,29,0.2837572829230692,0.05789230091400855,0.138987361704393,0.5193630544585294,0.8,0.888888888888889,0.5
60,30,0.46404535908249206,0.05111237599617345,0.167489277363863,0.3173529875574715,0.8,0.888888888888889,0.5
60,31,0.3242663124377049,0.10139866420565963,0.20630884887254766,0.36802617448408775,0.8,0.888888888888889,0.5
60,32,0.42913683246683065,0.1295441818314959,0.17817023068691784,0.26314875501475565,0.7333333333333333,0.8461538461538461,0.39285714285714285
60,33,0.47731194807014404,0.09004000185456487,0.12416548863678162,0.30848256143850933,0.8,0.888888888888889,0.5
60,34,0.282471463796442,0.07270212857667477,0.15190241452377098,0.49292399310311225,0.8666666666666667,0.9285714285714286,0.5
60,35,0.47970555051945013,0.08526138583358239,0.11944808201498024,0.31558498163198734,0.7333333333333333,0.846153846153846,0.5
