month,No,CD4,PD-1,GAL 9 TIL,HLA TIL,score,F1,AUC
12,1,0.3594128094309435,0.17905464464932155,0.25008566956550093,0.21144687635423406,0.7777777777777778,0.7499999999999999,0.8333333333333334
12,2,0.44824535490017503,0.1455283702514488,0.2725389942759031,0.133687280572473,0.6111111111111112,0.6666666666666667,0.6375
12,3,0.43372478071229104,0.11714003244876844,0.15882274104360328,0.2903124457953372,0.6666666666666666,0.6250000000000001,0.6666666666666667
12,4,0.45149706523512134,0.1561037810266183,0.2538341581474868,0.13856499559077368,0.6666666666666666,0.6666666666666665,0.675
12,5,0.4143304065052317,0.1324343554295548,0.28698245621995017,0.16625278184526346,0.6666666666666666,0.7000000000000001,0.6666666666666666
12,6,0.520583635197654,0.1482923024217951,0.14000149445377225,0.19112256792677867,0.6111111111111112,0.46153846153846156,0.611111111111111
12,7,0.27672776951943723,0.11884900002242825,0.2967742505547686,0.307648979903366,0.7777777777777778,0.8,0.8
12,8,0.3804468806176806,0.056967905012955275,0.2641666853676665,0.2984185290016975,0.6111111111111112,0.631578947368421,0.6298701298701299
12,9,0.49416086311385676,0.12314457716259486,0.2661418126698542,0.11655274705369419,0.5555555555555556,0.6363636363636364,0.5555555555555556
12,10,0.44354277284420973,0.17516611683622926,0.19485507975007385,0.18643603056948713,0.7222222222222222,0.7826086956521738,0.6948051948051949
12,11,0.4193804080048683,0.1584103930473014,0.2231555911430559,0.19905360780477455,0.6111111111111112,0.6666666666666666,0.6
12,12,0.21204870259749584,0.13868505943651038,0.3559451986882353,0.2933210392777586,0.6111111111111112,0.5882352941176471,0.6111111111111112
12,13,0.5119991814691771,0.10477640524299657,0.146395545550042,0.2368288677377844,0.6111111111111112,0.6956521739130435,0.5875
12,14,0.3429850196246329,0.04492538878396781,0.22503465105454526,0.3870549405368541,0.6666666666666666,0.5714285714285714,0.6493506493506493
12,15,0.4821161489254668,0.15381315829141193,0.2735014294644139,0.09056926331870752,0.6111111111111112,0.6666666666666666,0.6
12,16,0.36989929491052115,0.18974445107134702,0.19586147473755178,0.2444947792805801,0.7222222222222222,0.7368421052631579,0.7375
12,17,0.551083047553695,0.20624990122499606,0.0824540886129303,0.16021296260837858,0.6666666666666666,0.6666666666666665,0.675
12,18,0.38521076867217097,0.1484286524539155,0.35238510989351063,0.11397546898040295,0.6666666666666666,0.75,0.6375
12,19,0.4414644663970816,0.11756197162260397,0.20832056020660344,0.23265300177371104,0.6666666666666666,0.7500000000000001,0.6233766233766235
12,20,0.45787079099538003,0.12806155355760446,0.22631800338242278,0.18774965206459274,0.6111111111111112,0.5882352941176471,0.6666666666666667
12,21,0.4569285392792208,0.13085622059114116,0.2666437851024173,0.14557145502722085,0.5555555555555556,0.6,0.55
12,22,0.3572257817619629,0.10496427036797747,0.3280056496917482,0.2098042981783114,0.7777777777777778,0.8461538461538461,0.7230769230769232
12,23,0.4652930386923906,0.12534124611972827,0.20719064698736592,0.20217506820051528,0.4444444444444444,0.37499999999999994,0.4935064935064935
12,24,0.45454309175102436,0.1930553206818642,0.2052767130350291,0.14712487453208223,0.7222222222222222,0.7826086956521738,0.6948051948051949
12,25,0.29329589797968164,0.060461155199674106,0.26422992101208576,0.3820130258085585,0.5,0.5263157894736842,0.5
12,26,0.5455323358748825,0.15981302710177522,0.04520387565754164,0.2494507613658007,0.5555555555555556,0.5555555555555556,0.5555555555555556
12,27,0.31933075743852446,0.2962086863053405,0.2127694505826164,0.1716911056735186,0.7777777777777778,0.7999999999999999,0.7922077922077922
12,28,0.4374732277932471,0.1232736420334601,0.2653000136030574,0.17395311657023538,0.6666666666666666,0.7000000000000001,0.7272727272727273
12,29,0.3059388753168258,0.17495877569864918,0.27983594593466743,0.23926640304985755,0.6666666666666666,0.7000000000000001,0.6753246753246753
12,30,0.6021619613567368,0.18912753749225023,0.08458861830046704,0.12412188285054591,0.5555555555555556,0.42857142857142855,0.5324675324675324
12,31,0.3694541784128465,0.08410448854624578,0.15097426647475407,0.39546706656615366,0.5555555555555556,0.5555555555555556,0.5555555555555556
12,32,0.499982697092895,0.06187394813706255,0.2622792047897163,0.1758641499803262,0.5555555555555556,0.6666666666666666,0.5357142857142857
12,33,0.5750981042794339,0.12350968563946838,0.0951097330330973,0.20628247704800054,0.6111111111111112,0.631578947368421,0.6125
12,34,0.3419202592328022,0.10537479487547698,0.274568764324534,0.27813618156718695,0.6111111111111112,0.5882352941176471,0.6111111111111112
12,35,0.5498466563539977,0.07674394517558396,0.20730817560451478,0.1661012228659037,0.6666666666666666,0.7000000000000001,0.6666666666666666
12,36,0.4553699782652596,0.22130365263360638,0.10456655539953578,0.21875981370159828,0.6666666666666666,0.7,0.6625
12,37,0.5565081290105637,0.06731893665904815,0.1853687505663542,0.19080418376403402,0.6666666666666666,0.6250000000000001,0.6753246753246754
12,38,0.31008435497951414,0.15323002716825015,0.25328465297043257,0.28340096488180316,0.7777777777777778,0.75,0.7750000000000001
12,39,0.37622178695009745,0.21962251817422906,0.24422922259533575,0.15992647228033768,0.7222222222222222,0.761904761904762,0.7125
12,40,0.48973566924397144,0.12357860740261942,0.257712242299533,0.12897348105387627,0.5,0.5714285714285713,0.48750000000000004
12,41,0.3829669288078211,0.15539057980549206,0.20747230395353125,0.2541701874331556,0.6666666666666666,0.7000000000000001,0.6875
12,42,0.3613709762557133,0.16898102393684625,0.19678052769111873,0.2728674721163216,0.7222222222222222,0.7058823529411765,0.7249999999999999
12,43,0.4006165152903853,0.16222482513654132,0.243955469110172,0.19320319046290138,0.5555555555555556,0.5555555555555556,0.5844155844155845
